director_id,영화 감독 이름
3827,조즈 토코노마
3828,마르탱 부르불롱
3829,천명관
3830,아리 톱
3831,레이날도 마르쿠스 그린
3832,사르지
3833,윤신
3834,김승환
3835,로버트 코놀리
3836,드니 데르쿠르
3837,김시우
3838,하시모토 하지메
3839,정인철
3840,연송하
3841,에이고 모치즈키
3842,사도가시마 지로
3843,마크 슈미트
3844,이연규
3845,권수경
3846,준 디렉터
3847,박이웅
3848,히라카와 유이치로
3849,니쿠손
3850,벤자민 킴
3851,마태수
3852,스베틀라나 수하노바
3853,박경목
3854,"정재익,서태수"
3855,연왕모
3856,최진영
3857,유희정
3858,아쿠 로히미스
3859,정지연
3860,강다연
3861,데일 파브리가
3862,박루슬란
3863,"김종신,정다운"
3864,샤이페이 웬
3865,"손인영,윤재원"
3866,알렉산드리아 도모가로프에
3867,조용선
3868,장선호
3869,코마츠 소이치로
3870,아론 고뎃
3871,홍원기
3872,에드문드 여
3873,타릭 살레
3874,브렛 설리반
3875,김경엽
3876,지조우 코우지
3877,차상민
3878,아담 스틸웰
3879,피에르 페리펠
3880,샘 레이미
3881,최영민
3882,사토 유이치
3883,자코 아키후미
3884,이승기
3885,봉선우
3886,아이리스 심
3887,"마크 J. 프란시스,맥스 퍼그"
3888,자크 오디아르
3889,다비드 빅토리
3890,조필구
3891,쿠보 시게아키
3892,이상용
3893,고영재
3894,프란 크랜즈
3895,에릭 포스버그
3896,로랑 티라르
3897,김기성
3898,키이스 토마스
3899,최원종
3900,한종훈
3901,로런 해더웨이
3902,차봉주
3903,비보 베르즈롱
3904,이정섭
3905,김광보
3906,안티-주시 안닐라
3907,이승규
3908,김중휘
3909,콜린 트레보로우
3910,이상식
3911,최홍준
3912,마틴 오웬
3913,김진화
3914,모홍진
3915,박대유
3916,앵거스 맥클레인
3917,심미희
3918,김정은
3919,이케하타 히로시
3920,김중위
3921,이순성
3922,최은호
3923,마이클 치미노
3924,파비앙 드루전
3925,서동일
3926,"김현,정혜연"
3927,"신창환,류정우"
3928,박우재
3929,황동석
3930,김덕규
3931,김민주
3932,박찬욱
3933,송상민
3934,톰 고미칸
3935,구민정
3936,캡틴 에디트맨
3937,박상용
3938,오유민
3939,안드레아 자카리엘로
3940,허승은
3941,여석주
3942,최경찬
3943,KH
3944,안소희
3945,카자마 히로키
3946,바즈 루어만
3947,김동욱
3948,알렉스 가랜드
3949,빅토르 코사코프스키
3950,매기 질렌할
3951,김만배
3952,마츠모토 소우시
3953,최동훈
3954,김영일
3955,나루세 마사토
3956,카일 발다
3957,이선재
3958,루스템 압드라쉐프
3959,민병관
3960,윤치수
3961,최소망
3962,백필규
3963,김한민
3964,윤서진
3965,"강승훈,윤제완"
3966,이본 코르멘자나
3967,까뜨린느 꼬르시니
3968,아키 히데토
3969,라두 주데
3970,야마구치 스스무
3971,미아 한센-로브
3972,필립 바랜티니
3973,유만종
3974,민정현
3975,"나스카와 미츠루,이리요시 사토루"
3976,"자레드 스턴,샘 레빈"
3977,이정재
3978,아벨 페라라
3979,엘리오 에스파나
3980,임초현
3981,소피 하이드
3982,코야마 마사츠구
3983,신선
3984,코엔지 고로
3985,"이미리,설민아"
3986,임상수
3987,정관조
3988,이누가미료
3989,K.C. 타케다
3990,"세실 베스노,이반 마사카"
3991,이미소
3992,퀸 래셔
3993,신혜영
3994,로쿠탄조노 세이시
3995,오가타 킨
3996,안나 구또
3997,이윤호
3998,박규태
3999,한승희
4000,강대희
4001,김새봄
4002,이석재
4003,황준하
4004,"얀 아르튀스-베르트랑,아나스타샤 미코바"
4005,곽민승
4006,모소조쿠
4007,로버트 에거스
4008,김민재
4009,티에리 로로
4010,전연정
4011,이진선
4012,김만석
4013,이석훈
4014,김세성
4015,칼럼 번
4016,크리스토퍼 해튼
4017,김호락
4018,"김선형,오윤동"
4019,스콧 데릭슨
4020,에단 호크
4021,"이재은,임지선"
4022,줄리앙 프루네
4023,정길훈
4024,버트 스턴
4025,조상훈
4026,김혜원
4027,코다마 테츠로
4028,레지스 르왕사르
4029,임승현
4030,정원희
4031,안드로
4032,음라나
4033,엄준영
4034,이성강
4035,반 타로
4036,제임스 카메론
4037,이재원
4038,"김종관,장건재"
4039,"이탁,남순아,심규호,김동식"
4040,진보 마사토
4041,요시우라 야스히로
4042,장권
4043,하주현
4044,"마크 쿠치어,롭 민코프,크리스 베일리"
4045,"김오안,브리짓 부이요"
4046,"최신규,이슬기,정승원"
4047,오세연
4048,아르네 투넨
4049,송원준
4050,소준희
4051,키자키 후미노리
4052,한만규
4053,김수영
4054,안노 히데아키
4055,린 타로
4056,이연우
4057,이성일
4058,"박우주,김혜진"
4059,"박소현,이솜이,강유가람,김소람"
4060,"송정율,송요한"
4061,조경호
4062,파커 핀
4063,나가에
4064,"다니엘 콴,다니엘 쉐이너트"
4065,"윤현정,이지혜,문교리"
4066,이한종
4067,"안노 히데아키,츠루마키 카즈야,마사유키"
4068,"안노 히데아키,츠루마키 카즈야,마사유키,마에다 마히로"
4069,지니아스 히자
4070,야쿠모 사이지
4071,희수
4072,탁세웅
4073,토비아스 린드홀름
4074,최익환
4075,이영아
4076,아르노 데스플레생
4077,양영희
4078,함성한
4079,김재윤
4080,"리처드 클라우스,호세 젤라다"
4081,채닝 테이텀
4082,이일형
4083,윤종석
4084,쇼오텐시로오
4085,이동윤
4086,박송열
4087,도하
4088,지아민
4089,장우성
4090,이상문
4091,안소니 파비안
4092,올리비아 뉴먼
4093,염지호
4094,브라이언 굿맨
4095,김명곤
4096,김혜연
4097,손현규
4098,김세인
4099,두정철
4100,허정재
4101,김모든
4102,알레한드로 곤잘레스 이냐리투
4103,스콧 만
4104,황인호
4105,"민경복,김승현"
4106,황명승
4107,도내리
4108,후메이
4109,정윤수
4110,"돈 홀,퀴 응우옌"
4111,조쉬 루벤
4112,브렌다 채프먼
4113,아덴 로즈 콘데즈
4114,오준석
4115,안태진
4116,김소리
4117,홍석구
4118,이상진
4119,권혁만
4120,장세경
4121,박강
4122,한경탁
4123,오세현
4124,황진진
4125,임찬익
4126,오성호
4127,"이예지,오윤동"
4128,박흥식
4129,오지인
4130,이재호
4131,보아즈 야킨
4132,신택수
4133,박영균
4134,타자키 류타
4135,한인미
4136,안진성
4137,김성수
4138,다니엘 스탬
4139,마크 미로드
4140,에릭 토스티
4141,항 찐
4142,강경태
4143,크리스찬 카리온
4144,김혜지
4145,페테르 퍼자카스
4146,"송상민,곽지성"
4147,박정환
4148,히데키
4149,이시다 마모루
4150,김혜성
4151,비센테 아모림
4152,강은수
4153,오오사키히로하루
4154,바딤 피얼먼
4155,감정원
4156,윤제균
4157,김수경
4158,"파니 리에타르,제레미 트루일"
4159,전일만
4160,"마리아노 콘,가스통 듀프랫"
4161,제이 챈드라세카
4162,아핏차퐁 위라세타쿤
4163,이우석
4164,도희
4165,로버트 요한슨
4166,"윤영호,윤영호"
4167,이헌재
4168,조지 밀러
4169,이노우에 다케히코
4170,덩이한
4171,필립 노이스
4172,이하선
4173,신세계
4174,카토 스케로쿠
4175,김연우
4176,"박홍열,황다은"
4177,한승연
4178,장츠위
4179,서동헌
4180,신상옥
4181,이성민
4182,"조쉬 고든,윌 스펙"
4183,조희운
4184,견자단
4185,우슬라 마이어
4186,제라드 존스톤
4187,곽기영
4188,정치영
4189,하나
4190,박재범
4191,주영
4192,다니엘 아르비드
4193,김기림
4194,키쿠치 야스히토
4195,김소라
4196,정주리
4197,타넬리 무스토넨
4198,사이토 유키
4199,에드워드 드레이크
4200,에밀리 아테프
4201,형슬우
4202,질리스 맥키넌
4203,마이클 B. 체이트
4204,앤드류 베어드
4205,하세가와 쿠니히로
4206,"최병선,김지윤"
4207,숀 시트
4208,현승우
4209,안해영
4210,"니콜라스 D 존슨,윌 메릭"
4211,정수연
4212,토드 필드
4213,윤준형
4214,곽정덕
4215,권혁재
4216,티모 부오렌솔라
4217,베티 카플란
4218,레니 라우리치
4219,박인우
4220,마이클 B. 조던
4221,이세원
4222,한지연
4223,핑마
4224,야스지로 시도
4225,유호 쿠오스마넨
4226,필리스 나기
4227,금강산
4228,정하윤
4229,이창열
4230,이선이
4231,쉐인 스탠리
4232,민용근
4233,이주이
4234,애나 릴리 아미푸르
4235,"김지운,김도희"
4236,박성광
4237,앙트완 르
4238,치노늬 추크우
4239,러셀 크로우
4240,한승민
4241,정윤희
4242,제이슨 무어
4243,"백인우,베르너 두 플레시스"
4244,손미나
4245,김현정
4246,타치바나 마사키
4247,임성운
4248,한문애
4249,박나은
4250,서은진
4251,야자키 히토시
4252,조태석
4253,이소현
4254,김성환
4255,벤 애플렉
4256,하타케야마 마모루
4257,이광범
4258,양경희
4259,판 나린
4260,이송희일
4261,팀 색센티
4262,서영
4263,오대성
4264,이원석
4265,쿠와치
4266,요시다 올리베트
4267,정용기
4268,천세환
4269,앤소니 심
4270,양윤모
4271,강대일
4272,"스콧 벡,브라이언 우즈"
4273,쟝 뤽 에르뷜로
4274,이미리
4275,청어
4276,비토리오 데 시카
4277,카를로타 페레다
4278,조불근
4279,박희성
4280,용피디
4281,신쥬쿠 조쎈빠이
4282,데이비 추
4283,포스타
4284,"홍승희,신승환"
4285,김연희
4286,유영주
4287,임재완
4288,줄리어스 에이버리
4289,장형모
4290,조윤수
4291,하은수
4292,박응덕
4293,정하국
4294,"홍금보,허안화,담가명,원화평,두기봉,임영동,서극"
4295,김정만
4296,타카하시 미노루
4297,"쿠보 유타로,마이야 사토미"
4298,청웨이하오
4299,"김소형,박동훈,최하나,송현주,한인미,윤성호"
4300,이지연
4301,루이스 리테리어
4302,김민석
4303,신창섭
4304,이현준
4305,변기주
4306,오덕희
4307,하스시이
4308,김선아
4309,마쓰바라 레몬
4310,최승연
4311,조현규
4312,올리비에 트레네
4313,필감
4314,차은유
4315,김춘두
4316,"한동호,우태영"
4317,미야지 마사유키
4318,서필벅
4319,남근만
4320,델핀 르에리세
4321,토멕 바진스키
4322,가브리엘 알바네시
4323,가성문
4324,마우로 보렐리
4325,래리 양
4326,정순진
4327,송성관
4328,두유휘
4329,김홍기
4330,나카가와 류타로
4331,"김지환,허민"
4332,한지원
4333,김남준
4334,우진하
4335,김광희
4336,이황
4337,이헌국
4338,타쿠마 신
4339,고리 마쓰다
4340,최윤호
4341,존 체스터
4342,이현주
4343,마이클 맥고완
4344,김재훈
4345,피터 손
4346,토리피
4347,조오돈
4348,박영순
4349,조쉬 스턴펠드
4350,루토 토이치로
4351,호아킴 도스 산토스
4352,이자민
4353,황윤
4354,쿠엔틴 듀피욱스
4355,임재경
4356,허철녕
4357,윤상원
4358,소시민
4359,박준이
4360,"민준기,전원창"
4361,한승구
4362,스탠리 큐브릭
4363,최주연
4364,"시어도어 타이,로랑 제툰"
4365,벤 재거
4366,유수영
4367,김은영
4368,송승연
4369,와레메 사부로
4370,한명구
4371,장 자끄 아노
4372,진석구
4373,리처드 코렐
4374,옹자광
4375,최진아
4376,이우철
4377,한마음
4378,드미트리 키셀레브
4379,우치야마 카즈오
4380,"문승욱,유예진"
4381,"한길수,차성민"
4382,이승남
4383,클라우스 해로
4384,박상민
4385,사카이 마이
4386,박주이
4387,여희주
4388,이만억
4389,나태리
4390,서현동
4391,쿠사노 쇼고
4392,후카다 코지
4393,패트릭 윌슨
4394,조은우
4395,성숙희
4396,최유진
4397,다리오 아르젠토
4398,커크 드 미코
4399,이솔희
4400,카리야마 슌스케
4401,미켈란젤로 안토니오니
4402,오성수
4403,김은구
4404,고두성
4405,하마사키 신지
4406,박세영
4407,데이비드 푸졸
4408,"블라디미르 마슬로프,미하일 모스코프,비탈리 두드카"
4409,세이시 로쿠탄조노
4410,남지호
4411,이선애
4412,토도
4413,브뤼노 시슈
4414,엄태화
4415,서아현
4416,이누도 잇신
4417,김오월
4418,엄영식
4419,박한열
4420,한기중
4421,정우성
4422,임오정
4423,이상준
4424,잭 골든
4425,데이비드 바나드
4426,"나타샤 메르쿨로바,알렉세이 추포프"
4427,노엘 클리어리
4428,"나이젤 W.티어니,동롱"
4429,얀 가스만
4430,오재형
4431,하명미
4432,"최원경,전병덕,이광진,지삼,김장미,서형우"
4433,에르마노 올미
4434,고희영
4435,테라카도 지몬
4436,"권하정,김아현"
4437,서태지
4438,리카르드 쿠소
4439,에실 보그트
4440,유재선
4441,이시히라 신지
4442,황다슬
4443,앙드레 류
4444,형인혁
4445,도미니크 데루데르
4446,애드리언 랭글리
4447,코지나 히로시
4448,홍용호
4449,김진무
4450,구지현
4451,니아 발다로스
4452,사무엘 보딘
4453,마이테 알베르디
4454,웨인 왕
4455,"한상호,박성배"
4456,"다비드 알로,에릭 토스티"
4457,"정태원,정용기"
4458,존 카니
4459,김성식
4460,김미영
4461,강제규
4462,"그레이그 캐머런,케인 크라우디스"
4463,가렛 에드워즈
4464,마크 밸도
4465,예르지 스콜리모프스키
4466,소피 바르트
4467,시미즈 다카시
4468,박정례
4469,김창훈
4470,다니엘 루이즈
4471,"오윤동,김하민"
4472,타니구치 마사오
4473,시노하라 테츠오
4474,"하줄리,이성민"
4475,메리 해론
4476,곽은미
4477,"안상훈,윤은경,김용균,임대웅,채여준"
4478,믹 데이비스
4479,마누엘 마틴 쿠엔카
4480,니시키오리 히로시
4481,"위완 홍비바타나,위우완 홍비바타나"
4482,조현철
4483,얄마리 헬렌더
4484,박진표
4485,"가브리엘 리바 팔라시오 알라트리스테,로돌포 리바 팔라시오 알라트리스테"
4486,권철
4487,블란딘 르누아르
4488,민병훈
4489,한슈아이
4490,"대니 필리푸,마이클 필리푸"
4491,반요명
4492,김수인
4493,이후빈
4494,장건재
4495,이정홍
4496,맥시밀리언 엘렌와인
4497,임지훈
4498,오정훈
4499,엠마 타미
4500,해악륭
4501,생게도르지 잔치브로드지
4502,다니엘 그레이엄
4503,와타나베 코토노
4504,김현지
4505,카나이 준이치
4506,필 블래튼버거
4507,모니카
4508,구상범
4509,가브리엘라 코우퍼스웨이트
4510,러스티 컨디에프
4511,류효세
4512,이대경
4513,허 슈밍
4514,카와모리 쇼지
4515,마이클 모리스
4516,정지훈
4517,장 피에르 아메리스
4518,최지온
4519,우에다 요시히코
4520,최연수
4521,어맨다 킴
4522,히구치 신지
4523,"호 유항,제나르 마에사 아유,김태식"
4524,권아람
4525,막심 라파즈
4526,안드레이 콜핀
4527,권만회
4528,올리버 허머너스
4529,"윤제완,김성민"
4530,프라우케 핀스터발더
4531,사부
4532,프랑스 칼포운
4533,사임 사디크
4534,"임경호,소준범"
4535,윤권수
4536,드류 밀레
4537,"요하네스 하트만,산드로 클로프스타인"
4538,김이도
4539,안슐 차우한
4540,할리나 디르슈카
4541,헤더 윌크
4542,아키 카우리스마키
4543,월트 도른
4544,오네 히토시
4545,"배완,양희성,박인한"
4546,일커 카탁
4547,소라 네오
4548,강승원
4549,윤재연
4550,마리 아마추켈리
4551,"크리스 벅,폰 비라선손"
4552,"DK 웰치먼,휴 웰치맨"
4553,마츠모토 소
4554,조희영
4555,김환진
4556,카키모토 켄사쿠
4557,"안노 히데아키,츠루마키 카즈야"
4558,안나 자이체바
4559,척 러셀
4560,나카가와 슌
4561,만큐
4562,정기혁
4563,미켈란젤로 프라마르티노
4564,우얼샨
4565,김피디
4566,데이빗 보워스
4567,매들린 개빈
4568,엠마뉘엘 카레르
4569,카와와다 에마
4570,서정원
4571,김용균
4572,하준원
4573,김덕민
4574,클레망 코지토르
4575,오오모리 타카히로
4576,하야카와 치에
4577,"김지선,조현정"
4578,루오 루오
4579,홍인표
4580,최이현
4581,키노시타 바쿠
4582,정어린
4583,서보형
4584,야마무라 타쿠야
4585,박미경
4586,사카모토 준지
4587,알레한드로 고메즈 몬테베르드
4588,권순도
4589,이성택
4590,김다민
4591,흘리뉘르 팔메이슨
4592,이바타 요시히데
4593,정지환
4594,요시노 코헤이
4595,로베르토 자짜라
4596,셀린 송
4597,파블로 베르헤르
4598,동성붕
4599,S.J. 클락슨
4600,배두리
4601,패리스 자실라
4602,레이날도 마커스 그린
4603,요시다 케이스케
4604,세자르 카푸르
4605,말레나 최
4606,브라이스 맥과이어
4607,장윤현
4608,카타기리 타카시
4609,"맥스 기와,다니아 파스퀴니"
4610,장민경
4611,안국진
4612,강승용
4613,관지요
4614,올리버 히르비겔
4615,강서곤
4616,이강욱
4617,안소니 벨
4618,에이드리언 보우
4619,안톤 머스
4620,아사토 마리
4621,마이웬 르 베스코
4622,한동석
4623,후쿠다 미츠오
4624,"김환태,문종택"
4625,아르카샤 스티븐슨
4626,브누아 들롬
4627,카트린느 브레이야
4628,이노우에 케이스케
4629,신승훈
4630,장문강
4631,최정한
4632,"김하민,오윤동"
4633,"마이크 미첼,스테파니 스티네"
4634,코바야시 케이이치
4635,정지혜
4636,길 키넌
4637,"피터 파시넬리,닉 라이온"
4638,사이먼 셀란 존스
4639,양근영
4640,정연
4641,허명행
4642,코나카 카즈야
4643,하루모토 유지로
4644,안톤 코르빈
4645,마크 딘달
4646,"맷 베티넬리-올핀,타일러 질렛"
4647,로라 포이트러스
4648,"에릭 토레다노,올리비에르 나카체"
4649,에릭 로메르
4650,김세휘
4651,브란도 쿠일리치
4652,신경수
4653,"진소명,장반"
4654,서한솔
4655,윤철형
4656,난니 모레티
4657,크리스토퍼 보글리
4658,기시 요시유키
4659,야쿠와 신노스케
4660,이요섭
4661,오로라 고세
4662,모리 · 마사
4663,전찬영
4664,조나단 글레이저
4665,켈시 만
4666,박동희
4667,손경원
4668,미즈타니 유타카
4669,이타즈 요시미
4670,클라우디오 파
4671,데이빗 그레고리
4672,조광진
4673,데브 파텔
4674,홍상진
4675,김성한
4676,김문경
4677,김보원
4678,남동협
4679,유형준
4680,마이클 사노스키
4681,소마이 신지
4682,안나 노비옹
4683,이이팡
4684,허영철
4685,키무라 히사시
4686,천줘
4687,"팽성우,정유경,김소정,인진수"
4688,에조에 히토미
4689,로즈 글래스
4690,김태곤
4691,그랙 버랜티
4692,타카야마 켄타로
4693,데이빗 크로넨버그
4694,마에다 테츠
4695,이상학
4696,다비드 오엘호펜
4697,시몬 레렝 빌몽
4698,"오윤동,민근"
4699,"이슬기,김동준"
4700,김경국
4701,"선호빈,나바루"
4702,조재형
4703,와타나베 카즈타카
4704,마테오 가로네
4705,이원식
4706,오승욱
4707,사이토 케이이치로
4708,마리-카스티유 망시옹-샤르
4709,김수훈
4710,미셸 공드리
4711,임마누엘 니코
4712,"김태영,최규석"
4713,이재민
4714,니나가와 미카
4715,이시카와 슌스케
4716,김상패
4717,구태진
4718,매트 브라운
4719,이현지
4720,"조우영,정현철"
4721,손현록
4722,이동주
4723,"정경렬,남순아,구자호,송원찬,정재희"
4724,레이첼 램버트
4725,"심형준,토마스 고"
4726,이미랑
4727,요시하라 마사유키
4728,오시야마 키요타카
4729,이상철
4730,제임스 왓킨스
4731,모니아 쇼크리
4732,마영심
4733,박홍준
